"no","name","teacher_id","slogan","register_date","modify_date"
50,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
51,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
52,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
53,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
54,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
55,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
56,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
57,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
58,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
59,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
60,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
61,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
62,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
63,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
64,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
65,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
66,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
67,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
68,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
69,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
70,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
71,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
72,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
73,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
74,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
75,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
76,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
77,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
78,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
79,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
80,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
81,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
82,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
83,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
84,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
85,英语D班,liang_chaowei, 班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语班级宣传语,2019-03-04 22:55:24,2019-03-04 22:55:24
